local_case_data_onset_scale
0.999967291280115
0.9999614646449945
0.9999546000702375
0.9999465126603312
0.9999369845830199
0.9999257592020512
0.9999125341647455
0.9998969532582065
0.9998785968148209
0.9998569704086212
0.9998314915380532
0.9998014739364494
0.9997661090876175
0.9997244444486698
0.999675357793531
0.9996175269860749
0.9995493943687358
0.9994691248074126
0.9993745562626147
0.9992631415554983
0.9991318797602751
0.998977235375066
0.9987950430940906
0.998580395616252
0.9983275114682747
0.9980295792822451
0.9976785743332109
0.9972650423953279
0.9967778450947775
0.996203859900602
0.9955276266727895
0.9947309312474754
0.993792314843236
0.992686496074464
0.991383690003906
0.9898488058932232
0.9880405020431979
0.9859100722659546
0.9834001339966191
0.980443082709049
0.97695927100573
0.9728548633361029
0.9680193085607274
0.9623223622854611
0.9556105787630109
0.9477031778721487
0.9383871758527658
0.9274116486443956
0.9144809733127419
0.8992468655238124
0.8812989985971247
0.8601539514646519
0.8352421878516921
0.8058927159673319
0.7713150155173032
0.7305777452480877
0.6825836575155784
0.6260400442088108
0.5594239179975062
0.4809409910695005
0.38847734646115584
0.2795425002607722
0.15120232108044274
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
